Paradigm,Model,Percent_Corr
S_NOUN_2_ADJ_a,m650_init1571,0.998684211
S_NOUN_8_ADJ_a,m650_init1571,1
S_NOUN_6_ADJ_c,m650_init1571,0.986666667
S_NOUN_6_ADJ_a,m650_init1571,0.999824561
S_NOUN_10_ADJ_a,m650_init1571,0.994912281
S_NOUN_10_ADJ_c,m650_init1571,0.915175439
S_NOUN_4_ADJ_b,m650_init1571,0.996754386
S_NOUN_9_ADJ_b,m650_init1571,0.99622807
S_NOUN_1_ADJ_b,m650_init1571,0.952982456
S_NOUN_5_ADJ_b,m650_init1571,0.984649123
S_NOUN_11_ADJ_a,m650_init1571,0.958508772
S_NOUN_1_ADJ_a,m650_init1571,0.985701754
S_NOUN_8_ADJ_c,m650_init1571,0.965877193
S_NOUN_9_ADJ_a,m650_init1571,0.997719298
S_NOUN_4_ADJ_a,m650_init1571,0.995701754
S_NOUN_4_ADJ_d,m650_init1571,0.989912281
S_NOUN_2_ADJ_b,m650_init1571,0.969210526
S_NOUN_3_ADJ_b,m650_init1571,0.996140351
S_NOUN_6_ADJ_b,m650_init2483,0.934912281
S_NOUN_7_ADJ_b,m650_init2483,0.962982456
S_NOUN_2_ADJ_c,m650_init2483,0.965877193
S_NOUN_7_ADJ_c,m650_init2483,0.974561404
S_NOUN_5_ADJ_a,m650_init2483,0.980964912
S_NOUN_11_ADJ_b,m650_init2483,1
S_NOUN_8_ADJ_b,m650_init2483,0.999561404
S_NOUN_7_ADJ_a,m650_init2483,0.978070175
S_NOUN_5_ADJ_c,m650_init2483,0.980964912
S_NOUN_3_ADJ_a,m650_init2483,0.984912281
S_NOUN_4_ADJ_c,m650_init2483,0.963333333
S_NOUN_10_ADJ_b,m650_init2483,0.970438596
S_NOUN_2_ADJ_a,m650_init2483,0.984122807
S_NOUN_8_ADJ_a,m650_init2483,0.968508772
S_NOUN_6_ADJ_c,m650_init2483,0.980701754
S_NOUN_6_ADJ_a,m650_init2483,0.967807018
S_NOUN_10_ADJ_a,m650_init2483,0.949473684
S_NOUN_10_ADJ_c,m650_init2483,0.945087719
S_NOUN_4_ADJ_b,m650_init2483,0.99122807
S_NOUN_9_ADJ_b,m650_init2483,0.959473684
S_NOUN_1_ADJ_b,m650_init2483,0.957368421
S_NOUN_5_ADJ_b,m650_init2483,0.989035088
S_NOUN_11_ADJ_a,m650_init2483,0.957982456
S_NOUN_1_ADJ_a,m650_init2483,0.959736842
S_NOUN_8_ADJ_c,m650_init2483,0.959210526
S_NOUN_9_ADJ_a,m650_init2483,0.970701754
S_NOUN_4_ADJ_a,m650_init2483,0.983947368
S_NOUN_4_ADJ_d,m650_init2483,0.993596491
S_NOUN_2_ADJ_b,m650_init2483,0.962807018
S_NOUN_3_ADJ_b,m650_init2483,0.983684211
S_NOUN_6_ADJ_b,m650_init528,0.936842105
S_NOUN_7_ADJ_b,m650_init528,0.96
S_NOUN_2_ADJ_c,m650_init528,0.984122807
S_NOUN_7_ADJ_c,m650_init528,0.990175439
S_NOUN_5_ADJ_a,m650_init528,0.955350877
S_NOUN_11_ADJ_b,m650_init528,0.997982456
S_NOUN_8_ADJ_b,m650_init528,0.999210526
S_NOUN_7_ADJ_a,m650_init528,0.927105263
S_NOUN_5_ADJ_c,m650_init528,0.987368421
S_NOUN_3_ADJ_a,m650_init528,0.96245614
S_NOUN_4_ADJ_c,m650_init528,0.997368421
S_NOUN_10_ADJ_b,m650_init528,0.990438596
S_NOUN_2_ADJ_a,m650_init528,0.985438596
S_NOUN_8_ADJ_a,m650_init528,0.998947368
S_NOUN_6_ADJ_c,m650_init528,1
S_NOUN_6_ADJ_a,m650_init528,0.968947368
S_NOUN_10_ADJ_a,m650_init528,0.966578947
S_NOUN_10_ADJ_c,m650_init528,0.95622807
S_NOUN_4_ADJ_b,m650_init528,0.998421053
S_NOUN_9_ADJ_b,m650_init528,0.966491228
S_NOUN_1_ADJ_b,m650_init528,0.977017544
S_NOUN_5_ADJ_b,m650_init528,0.98122807
S_NOUN_11_ADJ_a,m650_init528,0.961842105
S_NOUN_1_ADJ_a,m650_init528,0.977807018
S_NOUN_8_ADJ_c,m650_init528,0.966403509
S_NOUN_9_ADJ_a,m650_init528,0.970789474
S_NOUN_4_ADJ_a,m650_init528,0.971315789
S_NOUN_4_ADJ_d,m650_init528,0.953245614
S_NOUN_2_ADJ_b,m650_init528,0.969298246
S_NOUN_3_ADJ_b,m650_init528,0.997105263
S_NOUN_6_ADJ_b,m650_init220,0.886754386
S_NOUN_7_ADJ_b,m650_init220,0.92122807
S_NOUN_2_ADJ_c,m650_init220,0.99877193
S_NOUN_7_ADJ_c,m650_init220,0.990438596
S_NOUN_5_ADJ_a,m650_init220,0.91754386
S_NOUN_11_ADJ_b,m650_init220,0.998333333
S_NOUN_8_ADJ_b,m650_init220,0.998333333
S_NOUN_7_ADJ_a,m650_init220,0.95745614
S_NOUN_5_ADJ_c,m650_init220,0.979736842
S_NOUN_3_ADJ_a,m650_init220,0.985701754
S_NOUN_4_ADJ_c,m650_init220,0.960964912
S_NOUN_10_ADJ_b,m650_init220,1
S_NOUN_2_ADJ_a,m650_init220,0.994649123
S_NOUN_8_ADJ_a,m650_init220,0.969035088
S_NOUN_6_ADJ_c,m650_init220,0.985
S_NOUN_6_ADJ_a,m650_init220,0.974736842
S_NOUN_10_ADJ_a,m650_init220,0.976491228
S_NOUN_10_ADJ_c,m650_init220,0.914473684
S_NOUN_4_ADJ_b,m650_init220,0.998684211
S_NOUN_9_ADJ_b,m650_init220,0.978508772
S_NOUN_1_ADJ_b,m650_init220,0.956052632
S_NOUN_5_ADJ_b,m650_init220,0.988947368
S_NOUN_11_ADJ_a,m650_init220,0.97245614
S_NOUN_1_ADJ_a,m650_init220,0.982280702
S_NOUN_8_ADJ_c,m650_init220,0.974561404
S_NOUN_9_ADJ_a,m650_init220,0.997017544
S_NOUN_4_ADJ_a,m650_init220,0.998684211
S_NOUN_4_ADJ_d,m650_init220,0.925877193
S_NOUN_2_ADJ_b,m650_init220,0.920175439
S_NOUN_3_ADJ_b,m650_init220,0.995526316
S_NOUN_6_ADJ_b,m650_init67881,0.938070175
S_NOUN_7_ADJ_b,m650_init67881,0.979912281
S_NOUN_2_ADJ_c,m650_init67881,0.99754386
S_NOUN_7_ADJ_c,m650_init67881,0.969385965
S_NOUN_5_ADJ_a,m650_init67881,0.945087719
S_NOUN_11_ADJ_b,m650_init67881,0.964912281
S_NOUN_8_ADJ_b,m650_init67881,0.965614035
S_NOUN_7_ADJ_a,m650_init67881,0.963245614
S_NOUN_5_ADJ_c,m650_init67881,0.998859649
S_NOUN_3_ADJ_a,m650_init67881,0.98254386
S_NOUN_4_ADJ_c,m650_init67881,0.95254386
S_NOUN_10_ADJ_b,m650_init67881,0.966403509
S_NOUN_2_ADJ_a,m650_init67881,0.998596491
S_NOUN_8_ADJ_a,m650_init67881,0.995175439
S_NOUN_6_ADJ_c,m650_init67881,0.996140351
S_NOUN_6_ADJ_a,m650_init67881,0.999473684
S_NOUN_10_ADJ_a,m650_init67881,0.983508772
S_NOUN_10_ADJ_c,m650_init67881,0.992719298
S_NOUN_4_ADJ_b,m650_init67881,0.979473684
S_NOUN_9_ADJ_b,m650_init67881,0.981754386
S_NOUN_1_ADJ_b,m650_init67881,0.950087719
S_NOUN_5_ADJ_b,m650_init67881,0.998421053
S_NOUN_11_ADJ_a,m650_init67881,0.966754386
S_NOUN_1_ADJ_a,m650_init67881,0.978070175
S_NOUN_8_ADJ_c,m650_init67881,0.966929825
S_NOUN_9_ADJ_a,m650_init67881,0.977894737
S_NOUN_4_ADJ_a,m650_init67881,0.985701754
S_NOUN_4_ADJ_d,m650_init67881,0.950614035
S_NOUN_2_ADJ_b,m650_init67881,0.993333333
S_NOUN_3_ADJ_b,m650_init67881,0.999385965
S_NOUN_6_ADJ_b,m650_init680,0.968070175
S_NOUN_7_ADJ_b,m650_init680,0.935789474
S_NOUN_2_ADJ_c,m650_init680,0.989561404
S_NOUN_7_ADJ_c,m650_init680,0.969385965
S_NOUN_5_ADJ_a,m650_init680,0.987192982
S_NOUN_11_ADJ_b,m650_init680,0.997982456
S_NOUN_8_ADJ_b,m650_init680,0.996754386
S_NOUN_7_ADJ_a,m650_init680,0.990175439
S_NOUN_5_ADJ_c,m650_init680,0.999912281
S_NOUN_3_ADJ_a,m650_init680,0.944210526
S_NOUN_4_ADJ_c,m650_init680,0.97122807
S_NOUN_10_ADJ_b,m650_init680,0.994385965
S_NOUN_2_ADJ_a,m650_init680,0.999122807
S_NOUN_8_ADJ_a,m650_init680,0.996666667
S_NOUN_6_ADJ_c,m650_init680,0.997280702
S_NOUN_6_ADJ_a,m650_init680,0.996666667
S_NOUN_10_ADJ_a,m650_init680,0.973421053
S_NOUN_10_ADJ_c,m650_init680,0.935
S_NOUN_4_ADJ_b,m650_init680,0.994824561
S_NOUN_9_ADJ_b,m650_init680,0.968508772
S_NOUN_1_ADJ_b,m650_init680,0.966140351
S_NOUN_5_ADJ_b,m650_init680,0.970263158
S_NOUN_11_ADJ_a,m650_init680,0.979122807
S_NOUN_1_ADJ_a,m650_init680,0.978157895
S_NOUN_8_ADJ_c,m650_init680,0.974210526
S_NOUN_9_ADJ_a,m650_init680,0.993508772
S_NOUN_4_ADJ_a,m650_init680,0.967280702
S_NOUN_4_ADJ_d,m650_init680,0.965350877
S_NOUN_2_ADJ_b,m650_init680,0.964912281
S_NOUN_3_ADJ_b,m650_init680,0.997807018
S_NOUN_6_ADJ_b,m650_init73,0.971491228
S_NOUN_7_ADJ_b,m650_init73,0.995175439
S_NOUN_2_ADJ_c,m650_init73,0.994385965
S_NOUN_7_ADJ_c,m650_init73,0.999736842
S_NOUN_5_ADJ_a,m650_init73,0.959210526
S_NOUN_11_ADJ_b,m650_init73,0.998070175
S_NOUN_8_ADJ_b,m650_init73,0.99877193
S_NOUN_7_ADJ_a,m650_init73,0.929473684
S_NOUN_5_ADJ_c,m650_init73,0.971842105
S_NOUN_3_ADJ_a,m650_init73,0.995
S_NOUN_4_ADJ_c,m650_init73,0.938070175
S_NOUN_10_ADJ_b,m650_init73,0.983070175
S_NOUN_2_ADJ_a,m650_init73,0.991052632
S_NOUN_8_ADJ_a,m650_init73,0.991491228
S_NOUN_6_ADJ_c,m650_init73,0.985789474
S_NOUN_6_ADJ_a,m650_init73,0.974298246
S_NOUN_10_ADJ_a,m650_init73,0.992192982
S_NOUN_10_ADJ_c,m650_init73,0.999122807
S_NOUN_4_ADJ_b,m650_init73,0.999473684
S_NOUN_9_ADJ_b,m650_init73,0.998157895
S_NOUN_1_ADJ_b,m650_init73,0.981929825
S_NOUN_5_ADJ_b,m650_init73,0.999912281
S_NOUN_11_ADJ_a,m650_init73,0.999385965
S_NOUN_1_ADJ_a,m650_init73,0.98245614
S_NOUN_8_ADJ_c,m650_init73,0.997368421
S_NOUN_9_ADJ_a,m650_init73,0.997368421
S_NOUN_4_ADJ_a,m650_init73,0.999561404
S_NOUN_4_ADJ_d,m650_init73,0.974298246
S_NOUN_2_ADJ_b,m650_init73,0.982982456
S_NOUN_3_ADJ_b,m650_init73,0.995350877
S_NOUN_6_ADJ_b,m650_init704,0.960877193
S_NOUN_7_ADJ_b,m650_init704,0.930789474
S_NOUN_2_ADJ_c,m650_init704,0.998333333
S_NOUN_7_ADJ_c,m650_init704,0.996842105
S_NOUN_5_ADJ_a,m650_init704,0.960087719
S_NOUN_11_ADJ_b,m650_init704,0.999561404
S_NOUN_8_ADJ_b,m650_init704,0.999824561
S_NOUN_7_ADJ_a,m650_init704,0.986578947
S_NOUN_5_ADJ_c,m650_init704,0.999298246
S_NOUN_3_ADJ_a,m650_init704,0.959912281
S_NOUN_4_ADJ_c,m650_init704,0.988333333
S_NOUN_10_ADJ_b,m650_init704,0.986666667
S_NOUN_2_ADJ_a,m650_init704,0.998947368
S_NOUN_8_ADJ_a,m650_init704,0.999385965
S_NOUN_6_ADJ_c,m650_init704,1
S_NOUN_6_ADJ_a,m650_init704,0.991140351
S_NOUN_10_ADJ_a,m650_init704,0.938070175
S_NOUN_10_ADJ_c,m650_init704,0.921666667
S_NOUN_4_ADJ_b,m650_init704,0.998596491
S_NOUN_9_ADJ_b,m650_init704,0.959035088
S_NOUN_1_ADJ_b,m650_init704,0.988333333
S_NOUN_5_ADJ_b,m650_init704,0.995877193
S_NOUN_11_ADJ_a,m650_init704,0.932017544
S_NOUN_1_ADJ_a,m650_init704,0.980350877
S_NOUN_8_ADJ_c,m650_init704,0.935350877
S_NOUN_9_ADJ_a,m650_init704,0.993508772
S_NOUN_4_ADJ_a,m650_init704,0.993245614
S_NOUN_4_ADJ_d,m650_init704,0.972368421
S_NOUN_2_ADJ_b,m650_init704,0.960087719
S_NOUN_3_ADJ_b,m650_init704,1
S_NOUN_6_ADJ_b,m200_init65,0.906052632
S_NOUN_7_ADJ_b,m200_init65,0.841842105
S_NOUN_2_ADJ_c,m200_init65,0.925877193
S_NOUN_7_ADJ_c,m200_init65,0.866754386
S_NOUN_5_ADJ_a,m200_init65,0.764824561
S_NOUN_11_ADJ_b,m200_init65,0.847631579
S_NOUN_8_ADJ_b,m200_init65,0.904649123
S_NOUN_7_ADJ_a,m200_init65,0.970964912
S_NOUN_5_ADJ_c,m200_init65,0.945526316
S_NOUN_3_ADJ_a,m200_init65,0.96754386
S_NOUN_4_ADJ_c,m200_init65,0.966403509
S_NOUN_10_ADJ_b,m200_init65,0.943684211
S_NOUN_2_ADJ_a,m200_init65,0.951578947
S_NOUN_8_ADJ_a,m200_init65,0.910175439
S_NOUN_6_ADJ_c,m200_init65,0.945
S_NOUN_6_ADJ_a,m200_init65,0.898070175
S_NOUN_10_ADJ_a,m200_init65,0.761666667
S_NOUN_10_ADJ_c,m200_init65,0.818684211
S_NOUN_4_ADJ_b,m200_init65,0.966666667
S_NOUN_9_ADJ_b,m200_init65,0.823157895
S_NOUN_1_ADJ_b,m200_init65,0.961491228
S_NOUN_5_ADJ_b,m200_init65,0.907017544
S_NOUN_11_ADJ_a,m200_init65,0.715438596
S_NOUN_1_ADJ_a,m200_init65,0.952719298
S_NOUN_8_ADJ_c,m200_init65,0.734210526
S_NOUN_9_ADJ_a,m200_init65,0.964649123
S_NOUN_4_ADJ_a,m200_init65,0.900438596
S_NOUN_4_ADJ_d,m200_init65,0.992982456
S_NOUN_2_ADJ_b,m200_init65,0.967280702
S_NOUN_3_ADJ_b,m200_init65,0.954473684
