Paradigm,Model,Percent_Corr
P_NOUN_8_ADJ_c,m650_init220,0.994912281
P_NOUN_5_ADJ_b,m650_init220,1
P_NOUN_8_ADJ_b,m650_init220,0.994824561
P_NOUN_2_ADJ_c,m650_init220,0.991929825
P_NOUN_2_ADJ_a,m650_init220,0.999912281
P_NOUN_6_ADJ_b,m650_init220,0.961140351
P_NOUN_3_ADJ_b,m650_init220,0.999912281
P_NOUN_4_ADJ_b,m650_init220,1
P_NOUN_2_ADJ_b,m650_init220,0.980526316
P_NOUN_8_ADJ_a,m650_init220,0.999473684
P_NOUN_7_ADJ_a,m650_init220,0.996315789
P_NOUN_4_ADJ_c,m650_init220,0.999736842
P_NOUN_9_ADJ_a,m650_init220,1
P_NOUN_4_ADJ_a,m650_init220,0.999912281
P_NOUN_11_ADJ_b,m650_init220,1
P_NOUN_11_ADJ_a,m650_init220,0.984122807
P_NOUN_7_ADJ_c,m650_init220,0.999649123
P_NOUN_7_ADJ_b,m650_init220,0.997894737
P_NOUN_9_ADJ_b,m650_init73,1
P_NOUN_6_ADJ_a,m650_init73,0.999736842
P_NOUN_5_ADJ_c,m650_init73,0.999298246
P_NOUN_10_ADJ_a,m650_init73,0.999912281
P_NOUN_10_ADJ_c,m650_init73,0.997368421
P_NOUN_3_ADJ_a,m650_init73,0.999649123
P_NOUN_4_ADJ_d,m650_init73,0.998596491
P_NOUN_1_ADJ_a,m650_init73,0.996578947
P_NOUN_6_ADJ_c,m650_init73,0.998157895
P_NOUN_10_ADJ_b,m650_init73,1
P_NOUN_1_ADJ_b,m650_init73,0.999035088
P_NOUN_5_ADJ_a,m650_init73,0.998508772
P_NOUN_8_ADJ_c,m650_init73,1
P_NOUN_5_ADJ_b,m650_init73,0.999473684
P_NOUN_8_ADJ_b,m650_init73,1
P_NOUN_2_ADJ_c,m650_init73,0.996315789
P_NOUN_2_ADJ_a,m650_init73,0.997807018
P_NOUN_6_ADJ_b,m650_init73,0.993333333
P_NOUN_3_ADJ_b,m650_init73,0.997894737
P_NOUN_4_ADJ_b,m650_init73,0.999824561
P_NOUN_2_ADJ_b,m650_init73,0.986403509
P_NOUN_8_ADJ_a,m650_init73,0.999385965
P_NOUN_7_ADJ_a,m650_init73,0.999736842
P_NOUN_4_ADJ_c,m650_init73,0.999122807
P_NOUN_9_ADJ_a,m650_init73,1
P_NOUN_4_ADJ_a,m650_init73,0.999912281
P_NOUN_11_ADJ_b,m650_init73,1
P_NOUN_11_ADJ_a,m650_init73,1
P_NOUN_7_ADJ_c,m650_init73,0.999649123
P_NOUN_7_ADJ_b,m650_init73,0.997982456
P_NOUN_9_ADJ_b,m650_init680,0.998596491
P_NOUN_6_ADJ_a,m650_init680,0.968070175
P_NOUN_5_ADJ_c,m650_init680,0.998157895
P_NOUN_10_ADJ_a,m650_init680,0.986403509
P_NOUN_10_ADJ_c,m650_init680,0.949736842
P_NOUN_3_ADJ_a,m650_init680,0.992807018
P_NOUN_4_ADJ_d,m650_init680,0.980526316
P_NOUN_1_ADJ_a,m650_init680,0.998684211
P_NOUN_6_ADJ_c,m650_init680,0.999035088
P_NOUN_10_ADJ_b,m650_init680,0.98377193
P_NOUN_1_ADJ_b,m650_init680,0.998245614
P_NOUN_5_ADJ_a,m650_init680,0.984824561
P_NOUN_8_ADJ_c,m650_init680,0.985
P_NOUN_5_ADJ_b,m650_init680,1
P_NOUN_8_ADJ_b,m650_init680,0.982105263
P_NOUN_2_ADJ_c,m650_init680,0.998859649
P_NOUN_2_ADJ_a,m650_init680,0.994561404
P_NOUN_6_ADJ_b,m650_init680,0.991403509
P_NOUN_3_ADJ_b,m650_init680,1
P_NOUN_4_ADJ_b,m650_init680,0.998684211
P_NOUN_2_ADJ_b,m650_init680,0.994210526
P_NOUN_8_ADJ_a,m650_init680,0.999824561
P_NOUN_7_ADJ_a,m650_init680,0.999210526
P_NOUN_4_ADJ_c,m650_init680,0.998421053
P_NOUN_9_ADJ_a,m650_init680,0.999035088
P_NOUN_4_ADJ_a,m650_init680,0.998245614
P_NOUN_11_ADJ_b,m650_init680,0.994298246
P_NOUN_11_ADJ_a,m650_init680,0.975789474
P_NOUN_7_ADJ_c,m650_init680,0.996052632
P_NOUN_7_ADJ_b,m650_init680,0.956666667
P_NOUN_9_ADJ_b,m650_init704,0.998684211
P_NOUN_6_ADJ_a,m650_init704,0.999912281
P_NOUN_5_ADJ_c,m650_init704,0.998859649
P_NOUN_10_ADJ_a,m650_init704,0.994736842
P_NOUN_10_ADJ_c,m650_init704,0.958596491
P_NOUN_3_ADJ_a,m650_init704,0.996929825
P_NOUN_4_ADJ_d,m650_init704,0.987982456
P_NOUN_1_ADJ_a,m650_init704,0.972105263
P_NOUN_6_ADJ_c,m650_init704,0.999649123
P_NOUN_10_ADJ_b,m650_init704,0.990350877
P_NOUN_1_ADJ_b,m650_init704,0.966929825
P_NOUN_5_ADJ_a,m650_init704,0.992982456
P_NOUN_8_ADJ_c,m650_init704,0.965614035
P_NOUN_5_ADJ_b,m650_init704,0.999824561
P_NOUN_8_ADJ_b,m650_init704,0.981929825
P_NOUN_2_ADJ_c,m650_init704,0.993421053
P_NOUN_2_ADJ_a,m650_init704,0.995877193
P_NOUN_6_ADJ_b,m650_init704,0.998596491
P_NOUN_3_ADJ_b,m650_init704,0.997894737
P_NOUN_4_ADJ_b,m650_init704,0.984122807
P_NOUN_2_ADJ_b,m650_init704,0.985789474
P_NOUN_8_ADJ_a,m650_init704,1
P_NOUN_7_ADJ_a,m650_init704,0.999736842
P_NOUN_4_ADJ_c,m650_init704,0.983070175
P_NOUN_9_ADJ_a,m650_init704,0.997280702
P_NOUN_4_ADJ_a,m650_init704,0.998245614
P_NOUN_11_ADJ_b,m650_init704,0.972631579
P_NOUN_11_ADJ_a,m650_init704,0.951491228
P_NOUN_7_ADJ_c,m650_init704,0.999122807
P_NOUN_7_ADJ_b,m650_init704,0.970526316
P_NOUN_9_ADJ_b,m650_init67881,0.999736842
P_NOUN_6_ADJ_a,m650_init67881,0.999912281
P_NOUN_5_ADJ_c,m650_init67881,0.999736842
P_NOUN_10_ADJ_a,m650_init67881,0.999561404
P_NOUN_10_ADJ_c,m650_init67881,1
P_NOUN_3_ADJ_a,m650_init67881,0.998859649
P_NOUN_4_ADJ_d,m650_init67881,0.99877193
P_NOUN_1_ADJ_a,m650_init67881,0.996578947
P_NOUN_6_ADJ_c,m650_init67881,0.999824561
P_NOUN_10_ADJ_b,m650_init67881,0.993596491
P_NOUN_1_ADJ_b,m650_init67881,0.996140351
P_NOUN_5_ADJ_a,m650_init67881,0.999385965
P_NOUN_8_ADJ_c,m650_init67881,0.999824561
P_NOUN_5_ADJ_b,m650_init67881,0.999210526
P_NOUN_8_ADJ_b,m650_init67881,0.954912281
P_NOUN_2_ADJ_c,m650_init67881,0.996052632
P_NOUN_2_ADJ_a,m650_init67881,0.99754386
P_NOUN_6_ADJ_b,m650_init67881,0.998684211
P_NOUN_3_ADJ_b,m650_init67881,0.999649123
P_NOUN_4_ADJ_b,m650_init67881,0.999561404
P_NOUN_2_ADJ_b,m650_init67881,0.993333333
P_NOUN_8_ADJ_a,m650_init67881,0.99877193
P_NOUN_7_ADJ_a,m650_init67881,0.997719298
P_NOUN_4_ADJ_c,m650_init67881,0.999824561
P_NOUN_9_ADJ_a,m650_init67881,1
P_NOUN_4_ADJ_a,m650_init67881,0.999561404
P_NOUN_11_ADJ_b,m650_init67881,0.994035088
P_NOUN_11_ADJ_a,m650_init67881,0.999912281
P_NOUN_7_ADJ_c,m650_init67881,0.999649123
P_NOUN_7_ADJ_b,m650_init67881,1
P_NOUN_9_ADJ_b,m200_init65,0.950175439
P_NOUN_6_ADJ_a,m200_init65,0.953333333
P_NOUN_5_ADJ_c,m200_init65,0.974298246
P_NOUN_10_ADJ_a,m200_init65,0.894736842
P_NOUN_10_ADJ_c,m200_init65,0.856578947
P_NOUN_3_ADJ_a,m200_init65,0.96122807
P_NOUN_4_ADJ_d,m200_init65,0.929385965
P_NOUN_1_ADJ_a,m200_init65,0.974122807
P_NOUN_6_ADJ_c,m200_init65,0.976403509
P_NOUN_10_ADJ_b,m200_init65,0.972368421
P_NOUN_1_ADJ_b,m200_init65,0.971315789
P_NOUN_5_ADJ_a,m200_init65,0.845526316
P_NOUN_8_ADJ_c,m200_init65,0.881491228
P_NOUN_5_ADJ_b,m200_init65,0.976754386
P_NOUN_8_ADJ_b,m200_init65,0.970526316
P_NOUN_2_ADJ_c,m200_init65,0.978157895
P_NOUN_2_ADJ_a,m200_init65,0.979210526
P_NOUN_6_ADJ_b,m200_init65,0.936403509
P_NOUN_3_ADJ_b,m200_init65,0.97877193
P_NOUN_4_ADJ_b,m200_init65,0.987631579
P_NOUN_2_ADJ_b,m200_init65,0.966578947
P_NOUN_8_ADJ_a,m200_init65,0.958245614
P_NOUN_7_ADJ_a,m200_init65,0.972192982
P_NOUN_4_ADJ_c,m200_init65,0.971315789
P_NOUN_9_ADJ_a,m200_init65,0.97877193
P_NOUN_4_ADJ_a,m200_init65,0.975877193
P_NOUN_11_ADJ_b,m200_init65,0.959912281
P_NOUN_11_ADJ_a,m200_init65,0.849649123
P_NOUN_7_ADJ_c,m200_init65,0.972807018
P_NOUN_7_ADJ_b,m200_init65,0.891929825
