Paradigm,Model,Percent_Corr
S_NOUN_4_PASS_a,m650_init704,0.999
S_NOUN_9_PASS_a,m650_init704,0.9965
S_NOUN_6_PASS_a,m650_init704,0.827416667
S_NOUN_2_PASS_b,m650_init704,0.9975
S_NOUN_6_PASS_b,m650_init704,0.97275
S_NOUN_4_PASS_b,m650_init704,0.999166667
S_NOUN_8_PASS_a,m650_init704,0.999333333
S_NOUN_8_PASS_b,m650_init704,0.995333333
S_NOUN_10_PASS_a,m650_init704,0.98375
S_NOUN_1_PASS_a,m650_init704,0.978083333
S_NOUN_4_PASS_c,m650_init704,0.982416667
S_NOUN_1_PASS_b,m650_init704,0.98225
S_NOUN_4_PASS_d,m650_init704,0.999
S_NOUN_8_PASS_c,m650_init704,0.98825
S_NOUN_11_PASS_b,m650_init704,0.99925
S_NOUN_7_PASS_b,m650_init704,0.999333333
S_NOUN_7_PASS_a,m650_init704,0.991166667
S_NOUN_5_PASS_a,m650_init704,0.993166667
S_NOUN_5_PASS_b,m650_init704,0.969916667
S_NOUN_10_PASS_b,m650_init704,0.999916667
S_NOUN_11_PASS_a,m650_init704,0.9985
S_NOUN_5_PASS_c,m650_init704,0.998916667
S_NOUN_6_PASS_c,m650_init704,0.994333333
S_NOUN_2_PASS_a,m650_init704,0.995166667
S_NOUN_9_PASS_b,m650_init704,0.990583333
S_NOUN_3_PASS_b,m650_init704,0.99825
S_NOUN_7_PASS_c,m650_init704,0.985916667
S_NOUN_3_PASS_a,m650_init704,0.999333333
S_NOUN_4_PASS_a,m650_init2483,0.9995
S_NOUN_9_PASS_a,m650_init2483,0.99925
S_NOUN_6_PASS_a,m650_init2483,0.99775
S_NOUN_2_PASS_b,m650_init2483,0.99025
S_NOUN_6_PASS_b,m650_init2483,0.994916667
S_NOUN_4_PASS_b,m650_init2483,0.994
S_NOUN_8_PASS_a,m650_init2483,0.99975
S_NOUN_8_PASS_b,m650_init2483,0.9995
S_NOUN_10_PASS_a,m650_init2483,0.997166667
S_NOUN_1_PASS_a,m650_init2483,0.980833333
S_NOUN_4_PASS_c,m650_init2483,0.997333333
S_NOUN_1_PASS_b,m650_init2483,0.975166667
S_NOUN_4_PASS_d,m650_init2483,0.999416667
S_NOUN_8_PASS_c,m650_init2483,0.996416667
S_NOUN_11_PASS_b,m650_init2483,0.999583333
S_NOUN_7_PASS_b,m650_init2483,0.99925
S_NOUN_7_PASS_a,m650_init2483,0.989833333
S_NOUN_5_PASS_a,m650_init2483,0.999583333
S_NOUN_5_PASS_b,m650_init2483,0.99775
S_NOUN_10_PASS_b,m650_init2483,0.998916667
S_NOUN_11_PASS_a,m650_init2483,0.999583333
S_NOUN_5_PASS_c,m650_init2483,0.999916667
S_NOUN_6_PASS_c,m650_init2483,0.998083333
S_NOUN_2_PASS_a,m650_init2483,0.999333333
S_NOUN_9_PASS_b,m650_init2483,0.997083333
S_NOUN_3_PASS_b,m650_init2483,0.995333333
S_NOUN_7_PASS_c,m650_init2483,0.996916667
S_NOUN_3_PASS_a,m650_init2483,0.999333333
S_NOUN_4_PASS_a,m650_init73,0.998083333
S_NOUN_9_PASS_a,m650_init73,0.997333333
S_NOUN_6_PASS_a,m650_init73,0.995333333
S_NOUN_2_PASS_b,m650_init73,0.997
S_NOUN_6_PASS_b,m650_init73,0.996416667
S_NOUN_4_PASS_b,m650_init73,0.994833333
S_NOUN_8_PASS_a,m650_init73,0.996083333
S_NOUN_8_PASS_b,m650_init73,0.998833333
S_NOUN_10_PASS_a,m650_init73,0.99725
S_NOUN_1_PASS_a,m650_init73,0.990583333
S_NOUN_4_PASS_c,m650_init73,0.998833333
S_NOUN_1_PASS_b,m650_init73,0.988916667
S_NOUN_4_PASS_d,m650_init73,0.998833333
S_NOUN_8_PASS_c,m650_init73,0.999416667
S_NOUN_11_PASS_b,m650_init73,0.998
S_NOUN_7_PASS_b,m650_init73,0.99875
S_NOUN_7_PASS_a,m650_init73,0.999916667
S_NOUN_5_PASS_a,m650_init73,0.99875
S_NOUN_5_PASS_b,m650_init73,0.997333333
S_NOUN_10_PASS_b,m650_init73,0.999916667
S_NOUN_11_PASS_a,m650_init73,0.999833333
S_NOUN_5_PASS_c,m650_init73,0.998666667
S_NOUN_6_PASS_c,m650_init73,0.99625
S_NOUN_2_PASS_a,m650_init73,0.982416667
S_NOUN_9_PASS_b,m650_init73,0.996166667
S_NOUN_3_PASS_b,m650_init73,0.997
S_NOUN_7_PASS_c,m650_init73,0.99875
S_NOUN_3_PASS_a,m650_init73,0.99725
