Paradigm,Model,Percent_Corr
P_NOUN_5_PASS_c,m650_init528,0.996833333
P_NOUN_10_PASS_a,m650_init704,0.997
P_NOUN_9_PASS_a,m650_init704,0.992083333
P_NOUN_10_PASS_b,m650_init704,0.983833333
P_NOUN_8_PASS_a,m650_init704,0.997666667
P_NOUN_6_PASS_b,m650_init704,0.989333333
P_NOUN_2_PASS_b,m650_init704,0.997166667
P_NOUN_6_PASS_a,m650_init704,0.998083333
P_NOUN_9_PASS_b,m650_init704,0.99975
P_NOUN_1_PASS_b,m650_init704,0.997
P_NOUN_3_PASS_b,m650_init704,0.994916667
P_NOUN_3_PASS_a,m650_init704,0.968916667
P_NOUN_7_PASS_a,m650_init704,0.997666667
P_NOUN_11_PASS_b,m650_init704,0.998416667
P_NOUN_4_PASS_c,m650_init704,0.997333333
P_NOUN_4_PASS_d,m650_init704,0.99875
P_NOUN_4_PASS_b,m650_init704,0.992666667
P_NOUN_2_PASS_a,m650_init704,1
P_NOUN_1_PASS_a,m650_init704,0.995916667
P_NOUN_7_PASS_c,m650_init704,0.966083333
P_NOUN_8_PASS_b,m650_init704,0.973666667
P_NOUN_5_PASS_a,m650_init704,0.999916667
P_NOUN_11_PASS_a,m650_init704,0.98025
P_NOUN_5_PASS_b,m650_init704,0.993416667
P_NOUN_7_PASS_b,m650_init704,0.980916667
P_NOUN_6_PASS_c,m650_init704,0.996
P_NOUN_4_PASS_a,m650_init704,0.9685
P_NOUN_8_PASS_c,m650_init704,0.965916667
P_NOUN_5_PASS_c,m650_init704,0.99775
P_NOUN_10_PASS_a,m650_init2483,0.99975
P_NOUN_9_PASS_a,m650_init2483,0.997333333
P_NOUN_10_PASS_b,m650_init2483,0.983083333
P_NOUN_8_PASS_a,m650_init2483,0.999916667
P_NOUN_6_PASS_b,m650_init2483,0.966
P_NOUN_2_PASS_b,m650_init2483,0.997916667
P_NOUN_6_PASS_a,m650_init2483,0.989916667
P_NOUN_9_PASS_b,m650_init2483,0.99975
P_NOUN_1_PASS_b,m650_init2483,0.99
P_NOUN_3_PASS_b,m650_init2483,0.997
P_NOUN_3_PASS_a,m650_init2483,0.96925
P_NOUN_7_PASS_a,m650_init2483,0.9905
P_NOUN_11_PASS_b,m650_init2483,1
P_NOUN_4_PASS_c,m650_init2483,0.983083333
P_NOUN_4_PASS_d,m650_init2483,0.999916667
P_NOUN_4_PASS_b,m650_init2483,0.993083333
P_NOUN_2_PASS_a,m650_init2483,0.999333333
P_NOUN_1_PASS_a,m650_init2483,0.991166667
P_NOUN_7_PASS_c,m650_init2483,0.97
P_NOUN_8_PASS_b,m650_init2483,0.972833333
P_NOUN_5_PASS_a,m650_init2483,0.99475
P_NOUN_11_PASS_a,m650_init2483,0.984416667
P_NOUN_5_PASS_b,m650_init2483,0.989583333
P_NOUN_7_PASS_b,m650_init2483,0.969916667
P_NOUN_6_PASS_c,m650_init2483,0.987333333
P_NOUN_4_PASS_a,m650_init2483,0.97175
P_NOUN_8_PASS_c,m650_init2483,0.966166667
P_NOUN_5_PASS_c,m650_init2483,0.999916667
P_NOUN_10_PASS_a,m650_init220,1
P_NOUN_9_PASS_a,m650_init220,0.999416667
P_NOUN_10_PASS_b,m650_init220,0.97825
P_NOUN_8_PASS_a,m650_init220,0.998416667
P_NOUN_6_PASS_b,m650_init220,0.993166667
P_NOUN_2_PASS_b,m650_init220,0.987916667
P_NOUN_6_PASS_a,m650_init220,0.999416667
P_NOUN_9_PASS_b,m650_init220,0.991916667
P_NOUN_1_PASS_b,m650_init220,0.9965
P_NOUN_3_PASS_b,m650_init220,0.986416667
P_NOUN_3_PASS_a,m650_init220,0.975083333
P_NOUN_7_PASS_a,m650_init220,0.975833333
P_NOUN_11_PASS_b,m650_init220,0.9955
P_NOUN_4_PASS_c,m650_init220,0.992333333
P_NOUN_4_PASS_d,m650_init220,0.999333333
P_NOUN_4_PASS_b,m650_init220,0.999333333
P_NOUN_2_PASS_a,m650_init220,1
P_NOUN_1_PASS_a,m650_init220,0.998416667
P_NOUN_7_PASS_c,m650_init220,0.96675
P_NOUN_8_PASS_b,m650_init220,0.96675
P_NOUN_5_PASS_a,m650_init220,0.99325
P_NOUN_11_PASS_a,m650_init220,0.967333333
P_NOUN_5_PASS_b,m650_init220,0.99225
P_NOUN_7_PASS_b,m650_init220,0.968916667
P_NOUN_6_PASS_c,m650_init220,0.984166667
P_NOUN_4_PASS_a,m650_init220,0.968583333
P_NOUN_8_PASS_c,m650_init220,0.97
P_NOUN_5_PASS_c,m650_init220,0.999833333
P_NOUN_10_PASS_a,m650_init73,0.999833333
P_NOUN_9_PASS_a,m650_init73,0.998833333
P_NOUN_10_PASS_b,m650_init73,0.989583333
P_NOUN_8_PASS_a,m650_init73,0.999583333
P_NOUN_6_PASS_b,m650_init73,1
P_NOUN_2_PASS_b,m650_init73,0.998583333
P_NOUN_6_PASS_a,m650_init73,0.990083333
P_NOUN_9_PASS_b,m650_init73,0.996583333
P_NOUN_1_PASS_b,m650_init73,0.99425
P_NOUN_3_PASS_b,m650_init73,0.995666667
P_NOUN_3_PASS_a,m650_init73,0.984416667
P_NOUN_7_PASS_a,m650_init73,0.9995
P_NOUN_11_PASS_b,m650_init73,0.999833333
P_NOUN_4_PASS_c,m650_init73,0.9965
P_NOUN_4_PASS_d,m650_init73,0.999083333
P_NOUN_4_PASS_b,m650_init73,0.995833333
P_NOUN_2_PASS_a,m650_init73,1
P_NOUN_1_PASS_a,m650_init73,0.99125
P_NOUN_7_PASS_c,m650_init73,0.97525
P_NOUN_8_PASS_b,m650_init73,0.976833333
P_NOUN_5_PASS_a,m650_init73,1
P_NOUN_11_PASS_a,m650_init73,0.97925
P_NOUN_5_PASS_b,m650_init73,0.998333333
P_NOUN_7_PASS_b,m650_init73,0.984583333
P_NOUN_6_PASS_c,m650_init73,0.994083333
P_NOUN_4_PASS_a,m650_init73,0.973583333
P_NOUN_8_PASS_c,m650_init73,0.993916667
P_NOUN_5_PASS_c,m650_init73,0.999916667
