Paradigm,Model,Percent_Corr
S_NOUN_10_ADJ_c,m650_init704,0.903583333
S_NOUN_4_ADJ_b,m650_init704,0.993083333
S_NOUN_9_ADJ_b,m650_init704,0.947333333
S_NOUN_1_ADJ_b,m650_init704,0.9275
S_NOUN_5_ADJ_b,m650_init704,0.991166667
S_NOUN_11_ADJ_a,m650_init704,0.923
S_NOUN_1_ADJ_a,m650_init704,0.931166667
S_NOUN_8_ADJ_c,m650_init704,0.931166667
S_NOUN_9_ADJ_a,m650_init704,0.972083333
S_NOUN_4_ADJ_a,m650_init704,0.993333333
S_NOUN_4_ADJ_d,m650_init704,0.980083333
S_NOUN_2_ADJ_b,m650_init704,0.929333333
S_NOUN_3_ADJ_b,m650_init704,0.9975
S_NOUN_6_ADJ_b,m650_init73,0.970416667
S_NOUN_7_ADJ_b,m650_init73,0.991166667
S_NOUN_2_ADJ_c,m650_init73,0.967
S_NOUN_7_ADJ_c,m650_init73,0.996416667
S_NOUN_5_ADJ_a,m650_init73,0.960833333
S_NOUN_11_ADJ_b,m650_init73,0.99675
S_NOUN_8_ADJ_b,m650_init73,0.995
S_NOUN_7_ADJ_a,m650_init73,0.96075
S_NOUN_5_ADJ_c,m650_init73,0.979
S_NOUN_3_ADJ_a,m650_init73,0.984333333
S_NOUN_4_ADJ_c,m650_init73,0.937166667
S_NOUN_10_ADJ_b,m650_init73,0.967333333
S_NOUN_2_ADJ_a,m650_init73,0.992083333
S_NOUN_8_ADJ_a,m650_init73,0.99875
S_NOUN_6_ADJ_c,m650_init73,0.994
S_NOUN_6_ADJ_a,m650_init73,0.985
S_NOUN_10_ADJ_a,m650_init73,0.98375
S_NOUN_10_ADJ_c,m650_init73,0.9975
S_NOUN_4_ADJ_b,m650_init73,0.992416667
S_NOUN_9_ADJ_b,m650_init73,0.997416667
S_NOUN_1_ADJ_b,m650_init73,0.95375
S_NOUN_5_ADJ_b,m650_init73,0.99775
S_NOUN_11_ADJ_a,m650_init73,0.99825
S_NOUN_1_ADJ_a,m650_init73,0.960416667
S_NOUN_8_ADJ_c,m650_init73,0.994333333
S_NOUN_9_ADJ_a,m650_init73,0.988333333
S_NOUN_4_ADJ_a,m650_init73,0.998
S_NOUN_4_ADJ_d,m650_init73,0.973333333
S_NOUN_2_ADJ_b,m650_init73,0.965083333
S_NOUN_3_ADJ_b,m650_init73,0.996916667
S_NOUN_6_ADJ_b,m650_init2483,0.86625
S_NOUN_7_ADJ_b,m650_init2483,0.961416667
S_NOUN_2_ADJ_c,m650_init2483,0.93925
S_NOUN_7_ADJ_c,m650_init2483,0.969083333
S_NOUN_5_ADJ_a,m650_init2483,0.981333333
S_NOUN_11_ADJ_b,m650_init2483,0.998416667
S_NOUN_8_ADJ_b,m650_init2483,0.998333333
S_NOUN_7_ADJ_a,m650_init2483,0.964166667
S_NOUN_5_ADJ_c,m650_init2483,0.978666667
S_NOUN_3_ADJ_a,m650_init2483,0.966833333
S_NOUN_4_ADJ_c,m650_init2483,0.905333333
S_NOUN_10_ADJ_b,m650_init2483,0.954916667
S_NOUN_2_ADJ_a,m650_init2483,0.97475
S_NOUN_8_ADJ_a,m650_init2483,0.966583333
S_NOUN_6_ADJ_c,m650_init2483,0.982833333
S_NOUN_6_ADJ_a,m650_init2483,0.95775
S_NOUN_10_ADJ_a,m650_init2483,0.946
S_NOUN_10_ADJ_c,m650_init2483,0.9395
S_NOUN_4_ADJ_b,m650_init2483,0.967583333
S_NOUN_9_ADJ_b,m650_init2483,0.95475
S_NOUN_1_ADJ_b,m650_init2483,0.895583333
S_NOUN_5_ADJ_b,m650_init2483,0.986166667
S_NOUN_11_ADJ_a,m650_init2483,0.95475
S_NOUN_1_ADJ_a,m650_init2483,0.911083333
S_NOUN_8_ADJ_c,m650_init2483,0.965333333
S_NOUN_9_ADJ_a,m650_init2483,0.951166667
S_NOUN_4_ADJ_a,m650_init2483,0.982166667
S_NOUN_4_ADJ_d,m650_init2483,0.993583333
S_NOUN_2_ADJ_b,m650_init2483,0.927416667
S_NOUN_3_ADJ_b,m650_init2483,0.983416667
S_NOUN_6_ADJ_b,m650_init220,0.878833333
S_NOUN_7_ADJ_b,m650_init220,0.924
S_NOUN_2_ADJ_c,m650_init220,0.984666667
S_NOUN_7_ADJ_c,m650_init220,0.986166667
S_NOUN_5_ADJ_a,m650_init220,0.909666667
S_NOUN_11_ADJ_b,m650_init220,0.99725
S_NOUN_8_ADJ_b,m650_init220,0.997583333
S_NOUN_7_ADJ_a,m650_init220,0.947416667
S_NOUN_5_ADJ_c,m650_init220,0.9735
S_NOUN_3_ADJ_a,m650_init220,0.95725
S_NOUN_4_ADJ_c,m650_init220,0.9425
S_NOUN_10_ADJ_b,m650_init220,0.999416667
S_NOUN_2_ADJ_a,m650_init220,0.97975
S_NOUN_8_ADJ_a,m650_init220,0.966833333
S_NOUN_6_ADJ_c,m650_init220,0.97925
S_NOUN_6_ADJ_a,m650_init220,0.969
S_NOUN_10_ADJ_a,m650_init220,0.977333333
S_NOUN_10_ADJ_c,m650_init220,0.9145
S_NOUN_4_ADJ_b,m650_init220,0.988666667
S_NOUN_9_ADJ_b,m650_init220,0.979833333
S_NOUN_1_ADJ_b,m650_init220,0.905083333
S_NOUN_5_ADJ_b,m650_init220,0.979416667
S_NOUN_11_ADJ_a,m650_init220,0.973083333
S_NOUN_1_ADJ_a,m650_init220,0.940333333
S_NOUN_8_ADJ_c,m650_init220,0.976833333
S_NOUN_9_ADJ_a,m650_init220,0.986666667
S_NOUN_4_ADJ_a,m650_init220,0.995083333
S_NOUN_4_ADJ_d,m650_init220,0.91975
S_NOUN_2_ADJ_b,m650_init220,0.891083333
S_NOUN_3_ADJ_b,m650_init220,0.986916667
