Paradigm,Model,Percent_Corr
P_NOUN_4_ADJ_a,m650_init220,0.998083333
P_NOUN_11_ADJ_b,m650_init220,0.999666667
P_NOUN_11_ADJ_a,m650_init220,0.96525
P_NOUN_7_ADJ_c,m650_init220,0.997333333
P_NOUN_7_ADJ_b,m650_init220,0.98925
P_NOUN_9_ADJ_b,m650_init528,0.961833333
P_NOUN_6_ADJ_a,m650_init528,0.979083333
P_NOUN_5_ADJ_c,m650_init528,0.989583333
P_NOUN_10_ADJ_a,m650_init528,0.97375
P_NOUN_10_ADJ_c,m650_init528,0.958333333
P_NOUN_3_ADJ_a,m650_init528,0.982416667
P_NOUN_4_ADJ_d,m650_init528,0.986916667
P_NOUN_1_ADJ_a,m650_init528,0.9275
P_NOUN_6_ADJ_c,m650_init528,0.991
P_NOUN_10_ADJ_b,m650_init528,0.929
P_NOUN_1_ADJ_b,m650_init528,0.942416667
P_NOUN_5_ADJ_a,m650_init528,0.972916667
P_NOUN_8_ADJ_c,m650_init528,0.93125
P_NOUN_5_ADJ_b,m650_init528,0.958916667
P_NOUN_8_ADJ_b,m650_init528,0.880916667
P_NOUN_2_ADJ_c,m650_init528,0.917916667
P_NOUN_2_ADJ_a,m650_init528,0.934083333
P_NOUN_6_ADJ_b,m650_init528,0.962
P_NOUN_3_ADJ_b,m650_init528,0.954666667
P_NOUN_4_ADJ_b,m650_init528,0.920083333
P_NOUN_2_ADJ_b,m650_init528,0.989166667
P_NOUN_8_ADJ_a,m650_init528,0.982083333
P_NOUN_7_ADJ_a,m650_init528,0.980916667
P_NOUN_4_ADJ_c,m650_init528,0.987416667
P_NOUN_9_ADJ_a,m650_init528,0.952416667
P_NOUN_4_ADJ_a,m650_init528,0.968666667
P_NOUN_11_ADJ_b,m650_init528,0.94525
P_NOUN_11_ADJ_a,m650_init528,0.920083333
P_NOUN_7_ADJ_c,m650_init528,0.979583333
P_NOUN_7_ADJ_b,m650_init528,0.967333333
P_NOUN_9_ADJ_b,m650_init704,0.99
P_NOUN_6_ADJ_a,m650_init704,0.994583333
P_NOUN_5_ADJ_c,m650_init704,0.971
P_NOUN_10_ADJ_a,m650_init704,0.979
P_NOUN_10_ADJ_c,m650_init704,0.94675
P_NOUN_3_ADJ_a,m650_init704,0.961666667
P_NOUN_4_ADJ_d,m650_init704,0.973333333
P_NOUN_1_ADJ_a,m650_init704,0.916166667
P_NOUN_6_ADJ_c,m650_init704,0.981666667
P_NOUN_10_ADJ_b,m650_init704,0.977916667
P_NOUN_1_ADJ_b,m650_init704,0.8995
P_NOUN_5_ADJ_a,m650_init704,0.972833333
P_NOUN_8_ADJ_c,m650_init704,0.952
P_NOUN_5_ADJ_b,m650_init704,0.992166667
P_NOUN_8_ADJ_b,m650_init704,0.966583333
P_NOUN_2_ADJ_c,m650_init704,0.973833333
P_NOUN_2_ADJ_a,m650_init704,0.9655
P_NOUN_6_ADJ_b,m650_init704,0.992
P_NOUN_3_ADJ_b,m650_init704,0.979166667
P_NOUN_4_ADJ_b,m650_init704,0.972583333
P_NOUN_2_ADJ_b,m650_init704,0.900666667
P_NOUN_8_ADJ_a,m650_init704,0.999333333
P_NOUN_7_ADJ_a,m650_init704,0.992
P_NOUN_4_ADJ_c,m650_init704,0.955083333
P_NOUN_9_ADJ_a,m650_init704,0.993166667
P_NOUN_4_ADJ_a,m650_init704,0.984083333
P_NOUN_11_ADJ_b,m650_init704,0.969083333
P_NOUN_11_ADJ_a,m650_init704,0.948333333
P_NOUN_7_ADJ_c,m650_init704,0.979916667
P_NOUN_7_ADJ_b,m650_init704,0.9435
P_NOUN_9_ADJ_b,m650_init73,0.99925
P_NOUN_6_ADJ_a,m650_init73,0.997583333
P_NOUN_5_ADJ_c,m650_init73,0.992583333
P_NOUN_10_ADJ_a,m650_init73,0.9965
P_NOUN_10_ADJ_c,m650_init73,0.994416667
P_NOUN_3_ADJ_a,m650_init73,0.997583333
P_NOUN_4_ADJ_d,m650_init73,0.997166667
P_NOUN_1_ADJ_a,m650_init73,0.981083333
P_NOUN_6_ADJ_c,m650_init73,0.991333333
P_NOUN_10_ADJ_b,m650_init73,0.99925
P_NOUN_1_ADJ_b,m650_init73,0.9835
P_NOUN_5_ADJ_a,m650_init73,0.9925
P_NOUN_8_ADJ_c,m650_init73,0.999833333
P_NOUN_5_ADJ_b,m650_init73,0.996333333
P_NOUN_8_ADJ_b,m650_init73,1
P_NOUN_2_ADJ_c,m650_init73,0.96975
P_NOUN_2_ADJ_a,m650_init73,0.994083333
P_NOUN_6_ADJ_b,m650_init73,0.968666667
P_NOUN_3_ADJ_b,m650_init73,0.995833333
P_NOUN_4_ADJ_b,m650_init73,0.99975
P_NOUN_2_ADJ_b,m650_init73,0.98
P_NOUN_8_ADJ_a,m650_init73,0.993083333
P_NOUN_7_ADJ_a,m650_init73,0.994166667
P_NOUN_4_ADJ_c,m650_init73,0.98725
P_NOUN_9_ADJ_a,m650_init73,0.998833333
P_NOUN_4_ADJ_a,m650_init73,0.99875
P_NOUN_11_ADJ_b,m650_init73,0.999916667
P_NOUN_11_ADJ_a,m650_init73,0.999916667
P_NOUN_7_ADJ_c,m650_init73,0.993333333
P_NOUN_7_ADJ_b,m650_init73,0.99425
P_NOUN_9_ADJ_b,m650_init2483,0.998583333
P_NOUN_6_ADJ_a,m650_init2483,0.982083333
P_NOUN_5_ADJ_c,m650_init2483,0.990666667
P_NOUN_10_ADJ_a,m650_init2483,0.996916667
P_NOUN_10_ADJ_c,m650_init2483,0.999666667
P_NOUN_3_ADJ_a,m650_init2483,0.993666667
P_NOUN_4_ADJ_d,m650_init2483,0.998583333
P_NOUN_1_ADJ_a,m650_init2483,0.9625
P_NOUN_6_ADJ_c,m650_init2483,0.9965
P_NOUN_10_ADJ_b,m650_init2483,0.974666667
P_NOUN_1_ADJ_b,m650_init2483,0.953
P_NOUN_5_ADJ_a,m650_init2483,0.961416667
P_NOUN_8_ADJ_c,m650_init2483,0.99975
P_NOUN_5_ADJ_b,m650_init2483,0.9995
P_NOUN_8_ADJ_b,m650_init2483,0.972916667
P_NOUN_2_ADJ_c,m650_init2483,0.976166667
P_NOUN_2_ADJ_a,m650_init2483,0.985583333
P_NOUN_6_ADJ_b,m650_init2483,0.9575
P_NOUN_3_ADJ_b,m650_init2483,0.99675
P_NOUN_4_ADJ_b,m650_init2483,0.995
P_NOUN_2_ADJ_b,m650_init2483,0.968583333
P_NOUN_8_ADJ_a,m650_init2483,0.99625
P_NOUN_7_ADJ_a,m650_init2483,0.961583333
P_NOUN_4_ADJ_c,m650_init2483,0.96975
P_NOUN_9_ADJ_a,m650_init2483,0.977583333
P_NOUN_4_ADJ_a,m650_init2483,0.9975
P_NOUN_11_ADJ_b,m650_init2483,0.998166667
P_NOUN_11_ADJ_a,m650_init2483,1
P_NOUN_7_ADJ_c,m650_init2483,0.996
P_NOUN_7_ADJ_b,m650_init2483,0.993166667
